ORD200789,Tablet,5,691.280029296875,3456.39990234375
ORD201122,Monitor,5,678.190002441406,3390.94995117188
ORD200632,Laptop,5,678.159973144531,3390.80004882813
ORD200469,Chair,5,676.97998046875,3384.89990234375
ORD200328,Tablet,5,674.039978027344,3370.19995117188
ORD200107,Printer,5,670.75,3353.75
ORD200326,Laptop,5,670.47998046875,3352.39990234375
ORD201065,Printer,5,666.799987792969,3334
ORD201031,Phone,5,664.510009765625,3322.55004882813
ORD200463,Laptop,5,662.780029296875,3313.89990234375
ORD200361,Printer,5,659.849975585938,3299.25
ORD200367,Laptop,5,658.77001953125,3293.85009765625
ORD200837,Chair,5,655.549987792969,3277.75
ORD200527,Chair,5,653.469970703125,3267.35009765625
ORD200768,Tablet,5,653.460021972656,3267.30004882813
ORD200889,Monitor,5,650.719970703125,3253.60009765625
ORD200540,Laptop,5,648.650024414063,3243.25
ORD200802,Chair,5,644.640014648438,3223.19995117188
ORD200957,Monitor,5,643.890014648438,3219.44995117188
ORD200086,Printer,5,643.030029296875,3215.14990234375
ORD200221,Tablet,5,639.369995117188,3196.85009765625
ORD200967,Tablet,5,638.919982910156,3194.60009765625
ORD200296,Desk,5,638.799987792969,3194
ORD201079,Phone,5,634,3170
ORD200364,Phone,5,628.739990234375,3143.69995117188
ORD200764,Laptop,5,627.429992675781,3137.14990234375
ORD200010,Tablet,5,625.969970703125,3129.85009765625
ORD200820,Phone,5,623.809997558594,3119.05004882813
ORD200097,Tablet,5,619.52001953125,3097.60009765625
ORD200241,Chair,5,615.669982910156,3078.35009765625
ORD200450,Monitor,5,615.099975585938,3075.5
ORD200876,Chair,5,608.909973144531,3044.55004882813
ORD200492,Laptop,5,606.52001953125,3032.60009765625
ORD200633,Laptop,5,601.719970703125,3008.60009765625
ORD200731,Printer,5,584.460021972656,2922.30004882813
ORD200916,Printer,5,578.830017089844,2894.14990234375
ORD200511,Monitor,5,575.239990234375,2876.19995117188
ORD200816,Tablet,5,574.789978027344,2873.94995117188
ORD200000,Monitor,5,570.619995117188,2853.10009765625
ORD200578,Monitor,5,566.070007324219,2830.35009765625
ORD200883,Printer,5,561.47998046875,2807.39990234375
ORD201002,Tablet,4,699.880004882813,2799.52001953125
ORD200628,Printer,5,558.630004882813,2793.14990234375
ORD200389,Desk,4,697.5,2790
ORD201153,Monitor,4,696.710021972656,2786.84008789063
ORD201142,Phone,4,695.099975585938,2780.39990234375
ORD200222,Chair,4,693.359985351563,2773.43994140625
ORD201087,Laptop,4,693.070007324219,2772.28002929688
ORD200223,Phone,4,692.909973144531,2771.63989257813
ORD201156,Laptop,4,690.780029296875,2763.1201171875
ORD200471,Desk,5,551.27001953125,2756.35009765625
ORD200002,Tablet,5,550.679992675781,2753.39990234375
ORD201076,Laptop,4,686.609985351563,2746.43994140625
ORD200423,Printer,4,685.200012207031,2740.80004882813
ORD200608,Laptop,5,543.159973144531,2715.80004882813
