ORD200789,Tablet,5,691.280029296875,3456.39990234375
ORD201122,Monitor,5,678.190002441406,3390.94995117188
ORD200632,Laptop,5,678.159973144531,3390.80004882813
ORD200469,Chair,5,676.97998046875,3384.89990234375
ORD200328,Tablet,5,674.039978027344,3370.19995117188
ORD200107,Printer,5,670.75,3353.75
ORD200326,Laptop,5,670.47998046875,3352.39990234375
ORD201065,Printer,5,666.799987792969,3334
ORD201031,Phone,5,664.510009765625,3322.55004882813
ORD200463,Laptop,5,662.780029296875,3313.89990234375
