ORD201122,Monitor,5,678.190002441406,3390.94995117188
ORD200469,Chair,5,676.97998046875,3384.89990234375
ORD200328,Tablet,5,674.039978027344,3370.19995117188
ORD200326,Laptop,5,670.47998046875,3352.39990234375
ORD200527,Chair,5,653.469970703125,3267.35009765625
ORD200768,Tablet,5,653.460021972656,3267.30004882813
ORD200889,Monitor,5,650.719970703125,3253.60009765625
ORD200802,Chair,5,644.640014648438,3223.19995117188
ORD200957,Monitor,5,643.890014648438,3219.44995117188
ORD200086,Printer,5,643.030029296875,3215.14990234375
ORD200967,Tablet,5,638.919982910156,3194.60009765625
ORD200296,Desk,5,638.799987792969,3194
ORD200364,Phone,5,628.739990234375,3143.69995117188
ORD200764,Laptop,5,627.429992675781,3137.14990234375
ORD200010,Tablet,5,625.969970703125,3129.85009765625
ORD200820,Phone,5,623.809997558594,3119.05004882813
ORD200450,Monitor,5,615.099975585938,3075.5
ORD200633,Laptop,5,601.719970703125,3008.60009765625
ORD200731,Printer,5,584.460021972656,2922.30004882813
ORD200916,Printer,5,578.830017089844,2894.14990234375
ORD201142,Phone,4,695.099975585938,2780.39990234375
ORD200471,Desk,5,551.27001953125,2756.35009765625
ORD200002,Tablet,5,550.679992675781,2753.39990234375
ORD200423,Printer,4,685.200012207031,2740.80004882813
ORD200608,Laptop,5,543.159973144531,2715.80004882813
ORD200252,Phone,4,668.359985351563,2673.43994140625
ORD200170,Desk,4,662.940002441406,2651.76000976563
ORD200523,Desk,4,657.789978027344,2631.15991210938
ORD200340,Laptop,5,521.25,2606.25
ORD200707,Chair,4,650.039978027344,2600.15991210938
ORD201179,Laptop,5,518.549987792969,2592.75
ORD200465,Printer,5,513.489990234375,2567.44995117188
ORD200282,Printer,4,637.789978027344,2551.15991210938
ORD200500,Laptop,5,508.589996337891,2542.94995117188
ORD201144,Desk,5,507.940002441406,2539.69995117188
ORD200549,Monitor,4,629.880004882813,2519.52001953125
ORD200120,Tablet,4,629.340026855469,2517.36010742188
ORD200457,Desk,4,615.830017089844,2463.32006835938
ORD200311,Desk,5,489.369995117188,2446.85009765625
ORD200798,Phone,5,488.350006103516,2441.75
ORD200913,Printer,5,475.950012207031,2379.75
ORD200688,Monitor,4,593.219970703125,2372.8798828125
ORD200805,Laptop,5,472.010009765625,2360.05004882813
ORD200072,Tablet,4,589.440002441406,2357.76000976563
